NaN,NaN,NaN,2.58647389055985e-08,1162.909981058601,76.623288,5.78003545260844e-07,1151.70129765911,34.684113,1.055981687788665e-07,1151.701436238899,84.32925400000001,9.197322246791602e-11,1146.987273262891,755.189965,500,0.005,1
NaN,NaN,NaN,1.371424616872734e-07,2514.570269519951,74.779633,3.756750973166895e-08,2494.512631766495,336.989193,3.755662653947628e-08,2494.512617402868,327.288937,2.220446049250313e-15,2517.076251499985,652.979612,500,0.01,1
NaN,NaN,NaN,1.264690306067594e-07,6362.373791623028,81.69319,1.317837457737379e-06,6377.508971196261,60.26771,5.08607055516203e-08,6363.530891371793,225.193275,3.207252168924493e-10,6339.722226976741,1987.813036,500,0.02,1
NaN,NaN,NaN,2.814755486913629e-07,14213.4737918624,70.668077,2.067423356718864e-06,14191.14367884243,57.079667,2.578477792481668e-07,14181.82660045649,113.415339,2.220446049250313e-16,14208.70550878062,2074.556962,500,0.04,1
NaN,NaN,NaN,6.701214789115465e-07,29934.25357735271,55.973065,1.637855404481978e-06,29902.88588599596,48.886274,1.893811074541934e-06,29924.53292751373,43.411295,1.657849895470747e-12,29861.354381843,510.290487,500,0.08,1
NaN,NaN,NaN,1.750886841736305e-10,1198.468330416463,99.046194,1.094267583981393e-08,1132.338514933108,511.678338,1.094252100210134e-08,1132.338514950744,463.943291,4.785205131988858e-10,1167.951978200594,191.484526,500,0.005,2
NaN,NaN,NaN,5.271550138337845e-07,2536.573925568887,60.258651,3.525753573340829e-08,2496.510432565019,270.437103,7.152990897050555e-08,2552.508180661313,66.327488,2.220446049250313e-16,2545.853037825342,443.256093,500,0.01,2
NaN,NaN,NaN,1.490306682363711e-07,6323.546554057291,58.551982,1.637612819559764e-06,6336.272481090459,44.844885,1.001436605225752e-07,6300.291670962255,207.400915,4.683034381016814e-10,6311.120827547842,531.818955,500,0.02,2
NaN,NaN,NaN,2.008453979219801e-07,14269.54158200728,54.958188,2.575267206403104e-07,14190.57265056266,166.851349,1.401905712566831e-06,14255.44354873375,36.849112,1.332494464973463e-14,14260.19898722513,551.5236,500,0.04,2
NaN,NaN,NaN,4.601045872145136e-06,30158.43712221595,35.795699,6.304361308729616e-06,30172.7557177086,31.779885,1.705077057137073e-06,30111.06333340174,32.697154,4.985082788554475e-15,29976.48959830351,614.352798,500,0.08,2
NaN,NaN,NaN,2.745530382217829e-08,1140.287086037961,79.12914000000001,2.346058273663472e-07,1124.519709236548,60.010636,8.030264133484552e-07,1138.29545379416,22.593524,5.029761685816127e-10,1125.404081771992,332.181451,500,0.005,3
NaN,NaN,NaN,6.635551289465763e-10,2551.820641386662,83.029133,1.12026624817108e-07,2534.627815112392,213.159949,1.118680412426468e-07,2534.627820552054,191.832526,1.332078892584678e-10,2551.838579879154,272.926859,500,0.01,3
NaN,NaN,NaN,3.941517311175342e-08,6368.427183927975,81.223161,1.25260686998263e-07,6361.588628018026,170.859595,1.406972208337945e-06,6379.435620332759,76.664782,2.220446049250313e-16,6377.745914502062,629.742848,500,0.02,3
NaN,NaN,NaN,1.305050010522129e-06,14302.13306843214,58.265698,1.088814000821636e-06,14311.14571770158,91.29282000000001,1.058021006535692e-06,14302.78541384589,91.801059,1.281252644399437e-12,14305.25613948955,545.633617,500,0.04,3
NaN,NaN,NaN,1.121839317187498e-05,30029.57841986101,44.411128,1.102293440218199e-06,30011.82192359121,55.098094,1.146962130284295e-06,30015.64782088709,42.819767,4.440892098500626e-16,29985.55961630752,638.201264,500,0.08,3
NaN,NaN,NaN,4.176793509973805e-08,1129.247580304035,84.673975,3.94462813421284e-08,1125.068791691043,133.904027,3.944195940208606e-08,1125.06879099302,190.122864,2.466116754200559e-10,1133.19375340179,298.185766,500,0.005,4
NaN,NaN,NaN,7.1789675918311e-08,2526.01677213575,70.872195,9.117282324640368e-08,2538.438107647618,190.873189,9.108660513689098e-08,2538.438095081514,222.867812,2.969919267315608e-11,2530.615064354656,299.548191,500,0.01,4
NaN,NaN,NaN,1.746902661066701e-07,6339.828490839373,63.113305,7.83334147084097e-08,6323.56368398852,306.084948,7.827499189771167e-08,6323.563759157143,326.564048,4.339555474853154e-14,6324.916801827452,613.277161,500,0.02,4
NaN,NaN,NaN,1.123590329002236e-06,14263.3902078716,51.715029,2.659783087677903e-07,14224.31620078619,202.176076,2.102099147210279e-06,14269.99487978076,33.651285,2.663474746067733e-11,14241.1867990493,675.93173,500,0.04,4
NaN,NaN,NaN,3.06413104878864e-06,29960.07418475416,43.874639,4.761892058480629e-07,29894.48988827947,136.649881,1.310969891632821e-06,29909.56282747055,54.846036,2.193706172119204e-10,29859.1911442805,322.695223,500,0.08,4
