NaN,NaN,NaN,6.565460423705269e-12,-0.6089473100335432,2.410415,1.346505480541084e-07,-0.6089474704747211,2.603199,0,-0.6089414309179434,22.546255,3.5447200730232e-11,-0.6089338699303434,0.729066,0.5,0.3,100,100,1
NaN,NaN,NaN,5.118284421276476e-15,-0.6089473100330922,2.092854,1.34650449407168e-07,-0.608947470474863,2.262967,2.220446049250313e-16,-0.608941430914388,20.702693,3.289191141675474e-11,-0.6089365580752528,0.37587,0.5,0.3,100,100,2
NaN,NaN,NaN,2.949926389858395e-12,-0.6089473100330133,1.972057,1.346503537767688e-07,-0.6089474704751041,2.46428,0,-0.6089414309066881,21.688435,1.23789867245705e-11,-0.6089338699427448,0.582573,0.5,0.3,100,100,3
NaN,NaN,NaN,1.007567101908607e-12,-0.6089473100260305,1.96263,1.34650639888988e-07,-0.6089474704748318,2.54039,2.220446049250313e-16,-0.6089414309136751,21.757722,1.56052948341312e-11,-0.6089365580033167,0.33603,0.5,0.3,100,100,4
NaN,NaN,NaN,4.440892098500626e-16,-0.6089473100329417,1.822968,1.346495558170467e-07,-0.6089474704721277,2.617037,2.220446049250313e-16,-0.6089414309094596,20.016618,1.016120521057928e-11,-0.6089365579675605,0.408903,0.5,0.3,100,100,5
NaN,NaN,NaN,5.968839527683153e-13,-0.6089473100332159,2.335316,1.346503579607785e-07,-0.6089474704750978,2.36361,4.440892098500626e-16,-0.6089414309078827,20.119485,1.623856604737739e-11,-0.6089365580202298,0.314645,0.5,0.3,100,100,6
NaN,NaN,NaN,3.521869701214445e-14,-0.6089473100335053,1.754334,1.346504494090029e-07,-0.608947470474863,2.436145,0,-0.6089414309146486,20.626955,7.773781618425346e-12,-0.6089365579907626,0.284502,0.5,0.3,100,100,7
NaN,NaN,NaN,8.324827307003709e-12,-0.6089473100327252,1.827332,1.346503576960559e-07,-0.6089474704750862,2.598829,4.440892098500626e-16,-0.6089414309058585,20.124978,1.829691953503243e-11,-0.6089365580450391,0.283028,0.5,0.3,100,100,8
NaN,NaN,NaN,1.132861416940225e-12,-0.6089473100326038,1.79968,1.346506363021132e-07,-0.6089474704733392,2.443352,4.440892098500626e-16,-0.6089414309160472,20.111776,7.638112364816152e-12,-0.6089365579983701,0.274562,0.5,0.3,100,100,9
NaN,NaN,NaN,4.954531979473812e-12,-0.6089473100277214,1.706672,1.346506562519548e-07,-0.6089474704733883,2.512927,0,-0.6089414309074279,19.897073,1.379274472412817e-11,-0.6089365580056699,0.312983,0.5,0.3,100,100,10
